1,-26.167936,110.917047,140.805236,116.140929,-230.923278,12.522608,58.502273,114.901080,100.339866,-107.331375,8.314959,-18.449004,7.437572,68.638406,62.569459,-65.877697,-71.960446,0.659403,-8.340112,1.505202
2,15.407867,32.666965,59.676030,-67.252238,-15.203546,-118.495798,42.630018,-25.654952,-19.130276,-13.431715,-5.870858,-120.680942,-97.039344,340.419694,218.115469,39.358507,-301.141373,53.288114,13.240216,31.379036
3,-6.871639,-122.811240,-98.161556,340.680936,220.383418,40.421398,-299.868592,51.226546,11.992932,32.362680,-4.913163,-118.642360,-95.965446,340.169699,215.945162,38.341376,-302.359356,55.260926,14.433801,30.437741
4,-4.145567,-117.633798,-95.526162,338.335597,216.242411,37.135749,-299.714058,55.080807,13.912387,31.366053,-5.595628,-119.539067,-96.356011,341.800389,215.680880,39.413293,-304.711275,55.421069,14.897388,29.612384
5,-7.232476,-118.626997,-95.455769,341.788611,214.799468,40.728547,-303.567263,55.461027,15.403495,29.311135,-3.661772,-120.616633,-97.419605,341.814304,216.722225,37.859383,-306.062870,55.373861,14.299447,29.968296
6,-4.116650,-120.374831,-98.549993,340.681789,217.900821,39.092109,-306.845498,56.273404,14.613957,31.242133,-3.152464,-120.887368,-96.153956,343.082334,215.402599,36.479151,-305.186595,54.366680,13.947303,28.542033
7,-3.927831,-121.958717,-96.505418,343.770790,215.960632,37.200572,-304.423893,53.289801,13.457850,28.669639,-1.911878,-119.173211,-95.591618,341.980804,214.509747,35.324878,-306.406918,56.089687,14.730429,28.337864
8,-2.734210,-118.388260,-97.996337,339.386860,216.620847,37.719927,-307.649250,58.283937,15.504890,31.208797,-4.724316,-121.248049,-98.793358,341.250988,218.463447,39.695266,-306.492200,55.389653,14.222338,31.256786
9,-5.399577,-122.333394,-99.555871,342.306823,218.331342,40.591094,-309.589774,55.744577,14.647958,30.558523,-4.375432,-120.687288,-98.399393,340.705473,218.531702,39.232422,-304.891787,55.206275,14.002435,31.617555
10,-6.470225,-118.749312,-94.606649,342.905381,213.574715,39.490304,-302.807595,54.872792,15.148770,28.235965,-8.149469,-118.479852,-96.477266,340.445129,216.272856,42.218163,-304.481150,56.168678,15.709930,30.604574
11,-7.314184,-117.375266,-96.466639,340.160639,214.952516,41.509361,-307.034713,58.227245,16.745947,30.099647,-8.483583,-118.921686,-96.481517,340.558925,216.800992,42.501684,-303.459725,55.345252,15.295523,30.806544
12,-7.470917,-118.293341,-96.829900,340.003044,217.258778,41.462919,-303.167965,55.862589,15.011515,31.450883,-9.817339,-119.749263,-96.022671,341.291061,216.198054,43.869815,-303.843995,54.663880,15.669583,29.957902
13,-7.061503,-120.067478,-94.946884,343.390004,214.705296,39.954110,-302.027555,53.483685,14.387529,28.459828,-5.583308,-116.772063,-94.096295,342.178445,211.878844,38.794594,-303.977655,56.956452,16.290631,27.900170
14,-6.200211,-119.905006,-94.609186,343.093067,214.723269,39.426545,-301.216033,53.197028,14.493045,28.707320,-8.784088,-120.392422,-95.622281,343.983878,214.669350,41.009241,-303.650600,54.057000,14.176497,27.964844
15,-3.898023,-118.012798,-94.566474,339.553733,214.790798,36.181035,-299.142612,54.383612,13.662117,29.977829,-4.382042,-117.271746,-96.442938,337.171930,217.629115,38.047772,-300.259952,55.746826,14.151465,32.692202
16,-6.326623,-116.015138,-95.389974,337.492417,216.756572,39.929631,-299.368005,56.074582,15.051693,32.408669,-2.674967,-118.374875,-97.367296,336.890587,218.395089,36.395757,-301.042958,55.459102,13.361189,32.941105
17,-1.264796,-118.782340,-98.083371,336.760782,218.800482,34.665578,-302.834951,56.128964,13.084647,33.073113,-3.412848,-118.161666,-96.992606,336.958508,218.182964,37.301084,-300.105287,55.108593,13.505892,32.872031
18,-2.675948,-116.791460,-96.729435,335.400090,218.219835,36.733378,-299.505365,55.865768,13.779508,33.523640,-4.053630,-119.353150,-97.221450,338.313654,218.150902,37.794741,-300.626959,54.450180,13.267965,32.305415
19,-6.900059,-117.076482,-95.677124,337.559684,217.108069,40.438145,-298.606795,54.917641,14.483766,32.390603,-5.291641,-114.099541,-94.871702,337.371010,216.122163,39.011827,-300.741898,58.162720,16.076732,32.441276
20,-2.901436,-119.567155,-95.327508,339.949157,215.874733,35.227610,-299.453160,53.466766,12.873848,30.241116,-4.973985,-116.334642,-93.744826,339.126816,213.620532,37.210397,-298.807330,55.373481,14.513169,29.693571
21,-6.420382,-117.480092,-93.951856,339.308289,214.274180,38.679167,-297.346316,53.877159,13.952184,29.861480,-3.277250,-114.990942,-93.501963,338.913935,212.853752,35.487417,-300.521212,57.128781,15.171248,29.496600
22,-4.465391,-119.678991,-95.313837,340.150607,215.970332,36.559469,-298.920991,53.059824,13.015591,30.431651,-0.405764,-119.388694,-95.349323,339.627694,215.722181,33.102302,-300.302366,54.116143,12.647664,29.937072
